,Data,Cum dec,Actual Label,ECG decision,mlp decision
4597,"BPM                       106.007067
EGM Mean RV                 0.177912
EGM STD RV                  0.232554
EGM Skewness RV             1.279916
EGM Kurtosis RV             0.192323
R-R Interval RV           566.000000
Per Mean                   62.629165
Per STD                    11.540056
Per Skewness               -0.317983
Per Kurtosis               -1.254454
Current Perfusion Grad     53.639869
Quality of Perfusion        2.890408
Perfusion Amplitude         3.552758
Name: 4597, dtype: float64",no-shock,Slow,no-shock,[1.]
4598,"BPM                        99.502488
EGM Mean RV                 0.132460
EGM STD RV                  0.177976
EGM Skewness RV             1.549215
EGM Kurtosis RV             0.943969
R-R Interval RV           603.000000
Per Mean                   66.494906
Per STD                    12.083739
Per Skewness               -0.426425
Per Kurtosis               -1.113039
Current Perfusion Grad     53.778328
Quality of Perfusion        2.978914
Perfusion Amplitude         3.647102
Name: 4598, dtype: float64",no-shock,Slow,no-shock,[1.]
4599,"BPM                       103.626943
EGM Mean RV                 0.152938
EGM STD RV                  0.190815
EGM Skewness RV             1.349549
EGM Kurtosis RV             0.359193
R-R Interval RV           579.000000
Per Mean                   64.751127
Per STD                    11.108247
Per Skewness               -0.281124
Per Kurtosis               -1.352299
Current Perfusion Grad     49.521302
Quality of Perfusion        2.969767
Perfusion Amplitude         3.487109
Name: 4599, dtype: float64",no-shock,Slow,no-shock,[1.]
4600,"BPM                       102.739726
EGM Mean RV                 0.139622
EGM STD RV                  0.178092
EGM Skewness RV             1.300443
EGM Kurtosis RV             0.162659
R-R Interval RV           584.000000
Per Mean                   66.108514
Per STD                    12.481592
Per Skewness               -0.551180
Per Kurtosis               -0.974137
Current Perfusion Grad     54.108036
Quality of Perfusion        3.010477
Perfusion Amplitude         3.648462
Name: 4600, dtype: float64",no-shock,Slow,no-shock,[1.]
4601,"BPM                       103.986135
EGM Mean RV                 0.164001
EGM STD RV                  0.201818
EGM Skewness RV             1.225816
EGM Kurtosis RV            -0.078239
R-R Interval RV           577.000000
Per Mean                   66.279265
Per STD                    10.472538
Per Skewness               -0.308358
Per Kurtosis               -1.335237
Current Perfusion Grad     48.762872
Quality of Perfusion        2.945703
Perfusion Amplitude         3.354596
Name: 4601, dtype: float64",no-shock,Slow,no-shock,[1.]
4602,"BPM                       101.522843
EGM Mean RV                 0.161817
EGM STD RV                  0.209937
EGM Skewness RV             1.342210
EGM Kurtosis RV             0.269530
R-R Interval RV           591.000000
Per Mean                   61.755951
Per STD                    11.965969
Per Skewness               -0.532433
Per Kurtosis               -1.024880
Current Perfusion Grad     53.434203
Quality of Perfusion        3.053248
Perfusion Amplitude         3.541349
Name: 4602, dtype: float64",no-shock,Slow,no-shock,[1.]
4603,"BPM                       103.092784
EGM Mean RV                 0.167152
EGM STD RV                  0.212634
EGM Skewness RV             1.341097
EGM Kurtosis RV             0.222561
R-R Interval RV           582.000000
Per Mean                   67.768356
Per STD                    12.217396
Per Skewness               -0.687234
Per Kurtosis               -0.699684
Current Perfusion Grad     55.176608
Quality of Perfusion        2.976933
Perfusion Amplitude         3.658783
Name: 4603, dtype: float64",no-shock,Slow,no-shock,[1.]
4604,"BPM                       102.389078
EGM Mean RV                 0.173167
EGM STD RV                  0.219028
EGM Skewness RV             1.320387
EGM Kurtosis RV             0.168216
R-R Interval RV           586.000000
Per Mean                   62.272154
Per STD                     9.548974
Per Skewness               -0.183760
Per Kurtosis               -1.414218
Current Perfusion Grad     37.469577
Quality of Perfusion        2.979580
Perfusion Amplitude         3.141900
Name: 4604, dtype: float64",no-shock,Slow,no-shock,[1.]
4605,"BPM                       103.270224
EGM Mean RV                 0.152681
EGM STD RV                  0.196905
EGM Skewness RV             1.674914
EGM Kurtosis RV             1.617358
R-R Interval RV           581.000000
Per Mean                   57.022921
Per STD                    10.560154
Per Skewness               -0.269847
Per Kurtosis               -1.290397
Current Perfusion Grad     50.087034
Quality of Perfusion        3.059809
Perfusion Amplitude         3.368988
Name: 4605, dtype: float64",no-shock,Slow,no-shock,[1.]
4606,"BPM                       102.564103
EGM Mean RV                 0.119953
EGM STD RV                  0.145300
EGM Skewness RV             1.458158
EGM Kurtosis RV             0.840694
R-R Interval RV           585.000000
Per Mean                   61.600800
Per STD                    11.274140
Per Skewness               -0.406179
Per Kurtosis               -1.094202
Current Perfusion Grad     52.047189
Quality of Perfusion        3.100019
Perfusion Amplitude         3.551729
Name: 4606, dtype: float64",no-shock,Slow,no-shock,[1.]
4607,"BPM                       103.986135
EGM Mean RV                 0.159603
EGM STD RV                  0.200898
EGM Skewness RV             1.348949
EGM Kurtosis RV             0.374995
R-R Interval RV           577.000000
Per Mean                   57.975536
Per STD                    10.497511
Per Skewness               -0.214509
Per Kurtosis               -1.388151
Current Perfusion Grad     44.085835
Quality of Perfusion        3.128302
Perfusion Amplitude         3.382527
Name: 4607, dtype: float64",no-shock,Slow,no-shock,[1.]
4608,"BPM                       102.040816
EGM Mean RV                 0.159832
EGM STD RV                  0.210869
EGM Skewness RV             1.443078
EGM Kurtosis RV             0.657526
R-R Interval RV           588.000000
Per Mean                   62.432620
Per STD                    11.026090
Per Skewness               -0.351533
Per Kurtosis               -1.201418
Current Perfusion Grad     52.029862
Quality of Perfusion        3.059970
Perfusion Amplitude         3.540015
Name: 4608, dtype: float64",no-shock,Slow,no-shock,[1.]
4609,"BPM                       104.166667
EGM Mean RV                 0.161665
EGM STD RV                  0.209969
EGM Skewness RV             1.326893
EGM Kurtosis RV             0.277302
R-R Interval RV           576.000000
Per Mean                   63.861820
Per STD                     9.878289
Per Skewness               -0.305564
Per Kurtosis               -1.292075
Current Perfusion Grad     47.994975
Quality of Perfusion        3.108222
Perfusion Amplitude         3.370495
Name: 4609, dtype: float64",no-shock,Slow,no-shock,[1.]
4610,"BPM                       102.214651
EGM Mean RV                 0.180570
EGM STD RV                  0.240168
EGM Skewness RV             1.338978
EGM Kurtosis RV             0.222157
R-R Interval RV           587.000000
Per Mean                   66.184513
Per STD                    10.838933
Per Skewness               -0.252060
Per Kurtosis               -1.373392
Current Perfusion Grad     45.087373
Quality of Perfusion        3.072089
Perfusion Amplitude         3.420777
Name: 4610, dtype: float64",no-shock,Slow,no-shock,[1.]
4611,"BPM                       102.564103
EGM Mean RV                 0.165141
EGM STD RV                  0.227044
EGM Skewness RV             1.428352
EGM Kurtosis RV             0.647559
R-R Interval RV           585.000000
Per Mean                   73.472964
Per STD                    11.841656
Per Skewness               -0.628558
Per Kurtosis               -0.765435
Current Perfusion Grad     54.686482
Quality of Perfusion        2.942936
Perfusion Amplitude         3.666188
Name: 4611, dtype: float64",no-shock,Slow,no-shock,[1.]
4612,"BPM                       103.270224
EGM Mean RV                 0.146673
EGM STD RV                  0.181092
EGM Skewness RV             1.314067
EGM Kurtosis RV             0.157111
R-R Interval RV           581.000000
Per Mean                   72.269932
Per STD                     8.910006
Per Skewness               -0.393426
Per Kurtosis               -1.177465
Current Perfusion Grad     35.602180
Quality of Perfusion        3.003869
Perfusion Amplitude         3.109525
Name: 4612, dtype: float64",no-shock,Slow,no-shock,[1.]
4613,"BPM                       107.719928
EGM Mean RV                 0.143536
EGM STD RV                  0.180938
EGM Skewness RV             1.251673
EGM Kurtosis RV             0.038767
R-R Interval RV           557.000000
Per Mean                   69.921879
Per STD                    10.219569
Per Skewness               -0.673021
Per Kurtosis               -0.759057
Current Perfusion Grad     49.842918
Quality of Perfusion        3.042334
Perfusion Amplitude         3.458263
Name: 4613, dtype: float64",no-shock,Slow,no-shock,[1.]
4614,"BPM                        98.199673
EGM Mean RV                 0.133765
EGM STD RV                  0.188609
EGM Skewness RV             1.803845
EGM Kurtosis RV             2.190479
R-R Interval RV           611.000000
Per Mean                   73.299854
Per STD                     9.546192
Per Skewness               -0.647944
Per Kurtosis               -0.818305
Current Perfusion Grad     46.769546
Quality of Perfusion        3.053819
Perfusion Amplitude         3.383241
Name: 4614, dtype: float64",no-shock,Slow,no-shock,[1.]
4615,"BPM                       103.806228
EGM Mean RV                 0.189590
EGM STD RV                  0.249552
EGM Skewness RV             1.301732
EGM Kurtosis RV             0.114467
R-R Interval RV           578.000000
Per Mean                   68.904567
Per STD                     9.310648
Per Skewness               -0.347922
Per Kurtosis               -1.290041
Current Perfusion Grad     38.307705
Quality of Perfusion        3.033643
Perfusion Amplitude         3.138409
Name: 4615, dtype: float64",no-shock,Slow,no-shock,[1.]
4616,"BPM                       103.448276
EGM Mean RV                 0.168025
EGM STD RV                  0.224338
EGM Skewness RV             1.495785
EGM Kurtosis RV             0.924356
R-R Interval RV           580.000000
Per Mean                   66.919546
Per STD                    10.606269
Per Skewness               -0.780007
Per Kurtosis               -0.588998
Current Perfusion Grad     49.840071
Quality of Perfusion        3.105530
Perfusion Amplitude         3.443124
Name: 4616, dtype: float64",no-shock,Slow,no-shock,[1.]
